record_id,what_is_your_gender,in_which_year_of_your_studies_are_you_cu,what_was_your_bac_specialty,how_many_hours_per_week_do_you_spend_stu,where_do_you_prefer_to_study,you_prefer_to_study,what_learning_methods_do_help_you_unders,what_types_of_resources_do_you_use_most,do_you_use_a_planer_or_a_schedule_in_you,for_the_next_8_questions_you_will_have_a,2_second,3_third,4_fourth,5_fifth,6_sixth,7_seventh,8_eighth,other_problems_that_you_face,rate_your_satisfaction_with_the_school_s,do_you_engage_in_any_external_activities,your_level_of_motivation_for_joining_ens,how_much_do_you_like_the_field_of_artifi,how_do_other_s_feedback_influence_you,how_many_hours_do_you_sleep,how_well_do_you_handle_stress_and_pressu,in_a_scale_of_1_to_10_how_do_you_rate_yo,2_programming,3_computer_science,4_mathematics,4_forth,how_do_others_feedbacks_influence_you,1y_average
118,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, YouTube videos",No,Lack of time,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,8.0,8.0,7.0,7.0,Teaching language,Positively,14.0
119,Male,Third year,Mathematics,10-17,At home,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Pressure,Bad quality of internet,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,14.0
120,Female,Second year,Science,34-41,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,7.0,4.0,3.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
121,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Pressure,Teaching language,Lack of motivation,4.0,Yes,4.0,4.0,You do not care about,8 hours or more,5.0,7.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
122,Female,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Interactive workshops;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Not having a good (powerful) computer,Teachers' teaching method,Private life problems,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",4.0,Yes,2.0,5.0,Positively,5-7 hours,3.0,8.0,9.0,9.0,9.0,Unknown,Unknown,14.0
123,Male,Second year,Mathematics,26-33,In the school's library,Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,"ProcrProcrastination especially when we have a lot of projects, tests and deadlines in the same period of time",3.0,Yes,3.0,4.0,Positively,5-7 hours,2.0,8.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
124,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Mind mapping and visualization,Books;Online documents;YouTube videos,No,Teachers' teaching method,Private life problems,Lack of time,Pressure,Pressure,Not having a good (powerful) computer,Lack of time,Bad quality of internet,Lack of motivation,2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,6.0,6.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
125,Male,Second year,Science,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online tutorials;Online documents,Yes,Bad quality of internet,Teachers' teaching method,Lack of time,Pressure,Not having a good (powerful) computer,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Lack of motivation,1.0,Yes,5.0,5.0,Positively,8 hours or more,4.0,8.0,9.0,9.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
126,Male,Second year,Science,34-41,In your room (dorms),In peer,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,Lack of motivation,3.0,Yes,3.0,4.0,You do not care about,5-7 hours,4.0,7.0,7.0,7.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
127,Male,Second year,Mathematics,34-41,At home,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online tutorials;Online documents;YouTube videos,No,Private life problems,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Pressure,Bad quality of internet,Lack of time,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,4.0,Negatively,5-7 hours,3.0,7.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
128,Female,Third year,Science,34-41,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Bad quality of internet,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,Positively,5-7 hours,4.0,8.0,9.0,8.0,7.0,Bad quality of internet,You do not care about,14.0
129,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing","Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of motivation,1.0,No,2.0,5.0,You do not care about,5-7 hours,1.0,7.0,7.0,7.0,7.0,Bad quality of internet,You do not care about,14.0
130,Male,Second year,Technical maths,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,Yes,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of motivation,3.0,No,4.0,4.0,Positively,5-7 hours,4.0,5.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
131,Male,Third year,Science,10-17,At home,In peer,Learning by practicing;Project-based learning;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,YouTube videos,No,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Pressure,Private life problems,Bad quality of internet,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",4.0,Yes,3.0,3.0,Positively,8 hours or more,5.0,7.0,7.0,7.0,7.0,Bad quality of internet,You do not care about,14.0
132,Male,Second year,Mathematics,26-33,In the school's library,Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Lack of time,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,7.0,7.0,7.0,8.0,Private life problems,Positively,14.0
133,Female,Second year,Mathematics,18-25,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online tutorials;YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Procrastinating,3.0,Yes,5.0,4.0,Positively,5-7 hours,2.0,9.0,7.0,7.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
134,Male,Second year,Mathematics,10-17,In your room (dorms),In peer,Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Missing web dev midterm exam :'(,3.0,Yes,4.0,4.0,You do not care about,8 hours or more,5.0,8.0,9.0,10.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
135,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of time,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,9.0,8.0,7.0,7.0,Pressure,Positively,14.0
136,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Mind mapping and visualization,YouTube videos;Resources provided by teachers (slides),No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,The exaggerated amount of tasks given by teachers,4.0,Yes,5.0,5.0,Positively,5-7 hours,5.0,8.0,8.0,8.0,8.0,Bad quality of internet,You do not care about,14.0
137,Female,Fourth year,Technical maths,More than 41,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online documents,Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,7.0,6.0,7.0,9.0,Unknown,Unknown,14.0
138,Male,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books,No,Private life problems,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Not having a good (powerful) computer,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,9.0,8.0,7.0,7.0,Unknown,Unknown,14.0
139,Male,Fourth year,Mathematics,10-17,In the school's library,In peer,Project-based learning;Interactive workshops,Books;Online tutorials,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Bad quality of internet,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,9.0,9.0,9.0,7.0,Unknown,Unknown,14.0
140,Female,Second year,Mathematics,10-17,In the school's library,Alone,Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,Bad quality of internet,Lack of motivation,3.0,No,3.0,4.0,You do not care about,5-7 hours,2.0,7.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
141,Male,Second year,Science,26-33,In the school's library,Alone,"Learning by practicing, Interactive workshops","Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,9.0,8.0,8.0,6.0,Private life problems,Positively,14.0
142,Male,Second year,Mathematics,10-17,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,No,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,"Not having a place to study at , I prefer studying in the school's library, but its full for most of the time and even if I find a place , the library is freezing cold , I cant stay there after 7pm, ive been facing the coldness issue since last year",2.0,No,3.0,5.0,Positively,5-7 hours,4.0,9.0,8.0,9.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
143,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning;Mind mapping and visualization,Books;YouTube videos,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,أيها الڨرڨور,3.0,No,5.0,5.0,You do not care about,8 hours or more,5.0,4.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,14.0
144,Female,Second year,Science,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,9.0,9.0,9.0,7.0,Bad quality of internet,You do not care about,14.0
145,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,"Books;YouTube videos;chatgpt, course slides",No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,You do not care about,8 hours or more,1.0,6.0,5.0,5.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
146,Female,Second year,Mathematics,26-33,At home,Alone,"Lectures, Online courses and tutorials","Books, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Lack of time,Lack of time,Pressure,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,Positively,14.0
147,Male,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,4.0,5.0,Positively,5-7 hours,3.0,8.0,7.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
148,Female,Second year,Technical maths,18-25,At home,Alone,Learning by practicing;Online courses and tutorials,YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,5.0,2.0,You do not care about,5-7 hours,2.0,5.0,5.0,4.0,3.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
149,Male,Third year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,4.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,8.0,Bad quality of internet,You do not care about,14.0
150,Male,Second year,Science,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Online courses and tutorials",YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,6.0,8.0,5.0,4.0,Bad quality of internet,You do not care about,14.0
151,Male,Second year,Mathematics,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,7.0,9.0,7.0,8.0,Teachers' teaching method,Negatively,14.0
152,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Lack of time,Pressure,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,4.0,4.0,4.0,6.0,5.0,Lack of previous knowledge or experience in the field,Negatively,14.0
153,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,3.0,9.0,7.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,14.0
154,Male,Second year,Science,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,No,2.0,3.0,You do not care about,5-7 hours,3.0,7.0,4.0,4.0,8.0,Private life problems,Positively,14.0
155,Female,Second year,Science,18-25,In your room (dorms),Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Lack of motivation,4.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Private life problems,Positively,14.0
156,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Pressure,Teaching language,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,Positively,5-7 hours,5.0,6.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
157,Female,Second year,Technical maths,More than 41 hours,In the school's library,In peer,"Lectures, Learning by practicing",YouTube videos,No,Lack of previous knowledge or experience in the field,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,No,2.0,2.0,You do not care about,4 hours or less,1.0,6.0,7.0,3.0,9.0,Lack of time,You do not care about,15.0
158,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing,Books;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,4 hours or less,5.0,7.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
159,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",No,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,4.0,3.0,You do not care about,8 hours or more,3.0,7.0,7.0,7.0,7.0,Pressure,You do not care about,15.0
160,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Slides,No,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Bad quality of internet,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,4.0,You do not care about,5-7 hours,5.0,8.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,15.0
161,Male,Second year,Technical maths,26-33,In your room (dorms),Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
162,Male,Third year,Mathematics,10-17,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning,Online documents;Lectures,No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Teachers' teaching method,"Neighbors and non sense discussions ,games",3.0,Yes,4.0,4.0,Negatively,5-7 hours,4.0,6.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,15.0
163,Male,Second year,Mathematics,18-25,In the school's library,Alone,"Project-based learning, Online courses and tutorials",YouTube videos,No,Teachers' teaching method,Bad quality of internet,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,2.0,No,3.0,3.0,You do not care about,5-7 hours,1.0,2.0,6.0,4.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
164,Female,Second year,Mathematics,10-17,In the school's library,In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Teaching language,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,3.0,5.0,5.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
165,Female,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,Lack of motivation,3.0,No,4.0,4.0,Negatively,8 hours or more,4.0,9.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
166,Male,Second year,Technical maths,More than 41,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,3.0,Yes,4.0,5.0,Positively,5-7 hours,3.0,9.0,9.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
167,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي,3.0,No,3.0,3.0,You do not care about,5-7 hours,5.0,7.0,6.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
168,Female,Second year,Mathematics,34-41,In the school's library,Alone,Lectures;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Teachers' teaching method,Bad quality of internet,Pressure,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Procrastination,2.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,8.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
169,Male,Second year,Science,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Private life problems,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,8 hours or more,3.0,6.0,8.0,9.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,15.0
170,Female,Second year,Science,26-33,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,4.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,6.0,6.0,6.0,Teaching language,Positively,15.0
171,Female,Third year,Science,34-41,In the school's library,With a group,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization,Online documents;YouTube videos;Chatgpt,No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,3.0,Negatively,5-7 hours,2.0,7.0,5.0,5.0,4.0,Bad quality of internet,You do not care about,15.0
172,Female,Second year,Science,34-41,In your room (dorms),With a group,"Lectures, Learning by practicing, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,No,3.0,3.0,You do not care about,5-7 hours,2.0,8.0,7.0,5.0,6.0,Teachers' teaching method,Negatively,15.0
173,Female,Third year,Science,18-25,In the school's library,Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,YouTube videos;ChatGpt,No,Private life problems,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,You do not care about,8 hours or more,1.0,7.0,7.0,6.0,5.0,Bad quality of internet,You do not care about,15.0
174,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials",YouTube videos,Yes,Private life problems,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,1.0,1.0,You do not care about,8 hours or more,3.0,8.0,8.0,5.0,6.0,Lack of time,Positively,15.0
175,Female,Fourth year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Private life problems,Bad quality of internet,ما,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,you mentioned all,3.0,Yes,4.0,5.0,Positively,8 hours or more,3.0,9.0,8.0,8.0,8.0,Unknown,Unknown,15.0
176,Male,Third year,Science,18-25,In your room (dorms),Alone,Project-based learning;Online courses and tutorials,Books,No,Lack of time,Pressure,Bad quality of internet,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Not having a good (powerful) computer,Private life problems,Library always crowded,3.0,Yes,3.0,4.0,Positively,5-7 hours,4.0,8.0,7.0,5.0,8.0,Bad quality of internet,You do not care about,15.0
