record_id,gender,study_year,bac_specialty,how many hours per week do you spend studying personnal efforts,study_place,study_style,learning_methods,what types of resources do you use most,use_schedule,5 fifth,6 sixth,7 seventh,8 eighth,rate your satisfaction with the school s program,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,sleep_hours,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,2y average s1,2y average s2,2y average,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first_encoded,2 second_encoded,3 third_encoded,4 fourth_encoded,other problems that you face_encoded,do you engage in any external activities not related to the study field_encoded,how do other s feedback influence you_encoded
416,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Not having a good (powerful) computer,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,3.0,3.0,4.0,5-7 hours,3.0,9.0,8.0,7.0,7.0,Teachers' teaching method,You do not care about,3,2.0,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Moderate,Moderate,High,High,High,High,Very High,0,2,4,1,1,0,2
417,Female,Third year,Mathematics,10-17,In your room (dorms),In peer,"Lectures, Learning by practicing, Project-based learning","Online tutorials, Online documents",No,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,2.0,3.0,5.0,5-7 hours,3.0,8.0,8.0,8.0,9.0,Pressure,You do not care about,3,2.0,High,12.0,13.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,High,High,High,Moderate,Moderate,Moderate,High,High,High,High,6,2,1,1,1,1,2
432,Female,Second year,Mathematics,18-25,At home,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Not having a good (powerful) computer,Private life problems,Teachers' teaching method,Teaching language,3.0,5.0,5.0,5-7 hours,4.0,9.0,8.0,8.0,8.0,Bad quality of internet,You do not care about,2,2.0,High,9.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Moderate,High,Moderate,Very High,1,4,2,1,2,0,2
433,Female,Third year,Technical maths,26-33,In the school's library,In peer,"Lectures, Learning by practicing, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Bad quality of internet,2.0,3.0,5.0,5-7 hours,3.0,8.0,8.0,8.0,6.0,Lack of time,Positively,3,2.0,High,11.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,High,High,Moderate,Moderate,Low,High,High,High,High,High,High,0,4,6,1,1,1,2
434,Male,Third year,Mathematics,18-25,In the school's library,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online documents, YouTube videos",No,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,3.0,4.0,4.0,8 hours or more,3.0,7.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,Very High,15.0,16.0,Moderate,Very High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Very High,Very High,Very High,High,High,High,High,Very High,High,High,High,5,4,2,1,1,0,2
439,Female,Third year,Technical maths,10-17,At home,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, Online documents",No,Not having a good (powerful) computer,Teachers' teaching method,Bad quality of internet,Teaching language,3.0,4.0,4.0,8 hours or more,3.0,9.0,8.0,7.0,5.0,Lack of time,You do not care about,3,2.0,Moderate,9.0,10.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,High,4,5,1,1,1,0,2
440,Female,Third year,Mathematics,10-17,In your room (dorms),Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online documents, YouTube videos",No,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,3.0,4.0,4.0,8 hours or more,3.0,8.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,High,12.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,Very High,High,Moderate,Moderate,Moderate,High,Low,High,High,High,High,High,High,4,5,2,1,1,1,2
441,Male,Third year,Mathematics,10-17,In the school's library,Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Lack of previous knowledge or experience in the field,Lack of time,Teaching language,Pressure,3.0,3.0,3.0,8 hours or more,5.0,8.0,8.0,8.0,2.0,Not having a good (powerful) computer,You do not care about,3,2.0,High,13.0,13.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Very High,Moderate,Moderate,Moderate,Moderate,Moderate,High,High,High,High,High,High,6,5,0,1,1,1,2
444,Female,Third year,Technical maths,26-33,In the school's library,Alone,"Lectures, Learning by practicing, Mind mapping and visualization, Interactive workshops","Books, Online tutorials, Online documents",Yes,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,3.0,4.0,5.0,5-7 hours,4.0,8.0,8.0,7.0,8.0,Lack of time,You do not care about,3,2.0,High,11.0,11.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,High,Moderate,High,1,6,0,1,1,1,2
445,Female,Third year,Mathematics,10-17,In the school's library,In peer,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents",Yes,Lack of time,Not having a good (powerful) computer,Lack of previous knowledge or experience in the field,Teaching language,2.0,3.0,3.0,5-7 hours,2.0,10.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,Moderate,12.0,11.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Moderate,High,High,High,High,High,5,6,4,1,1,1,2
446,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, YouTube videos",No,Lack of time,Teaching language,Pressure,Pressure,2.0,4.0,5.0,8 hours or more,3.0,6.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,3,2.0,High,12.0,12.0,Moderate,Moderate,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,Moderate,High,Moderate,Moderate,High,Moderate,High,High,High,High,High,High,0,6,4,1,1,1,2
456,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online tutorials",No,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,3.0,3.0,4.0,5-7 hours,4.0,7.0,9.0,9.0,7.0,Pressure,Positively,3,2.0,High,14.0,14.0,Moderate,High,Moderate,High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Very High,High,High,High,High,High,Very High,Very High,Very High,High,High,1,2,6,1,1,0,2
475,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, YouTube videos",No,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,3.0,5.0,5.0,5-7 hours,3.0,9.0,10.0,10.0,6.0,Bad quality of internet,You do not care about,3,2.0,High,14.0,14.0,Moderate,High,Moderate,Very High,Low,Moderate,Low,Moderate,Moderate,Very Low,Very Low,Low,Moderate,Moderate,High,High,Very High,Very High,High,High,High,Moderate,High,Very High,Very High,High,High,4,6,2,1,1,1,2
