record_id,gender,study_year,study_hours_per_week,uses_planner,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,program_satisfaction,external_activities,motivation_level,ai_interest,sleep_hours,stress_management,english_level,programming_level,computer_science_level,mathematics_level,year_ordinal,inferred_year_from_grades,y1_avg_s1,y1_avg_s2,y1_avg,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,bac_specialty_Science,bac_specialty_Technical maths,preferred_study_place_In the dorms' library,preferred_study_place_In the school's library,preferred_study_place_In your room (dorms),preferred_study_time_In peer,preferred_study_time_With a group,feedback_influence_Positively,feedback_influence_You do not care about
190,1,2,2,1,5,2,0,1,5,7,1,3,2.0,1,3.0,5.0,2,4.0,8.0,8.0,7.0,9.0,2,1.0,17.0,18.0,17.0,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
191,1,3,1,1,2,0,5,6,1,4,3,7,3.0,1,4.0,5.0,2,3.0,8.0,7.0,6.0,7.0,3,2.0,17.0,18.0,17.0,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
192,1,1,4,1,3,2,6,0,7,1,5,3,4.0,0,5.0,5.0,3,4.0,6.0,6.0,6.0,3.0,1,1.0,6.0,18.0,17.0,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,True,False
193,1,1,3,1,0,6,1,4,2,5,3,2,3.0,0,5.0,4.0,3,3.0,5.0,4.0,3.0,5.0,1,1.0,10.0,18.0,17.0,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,False,False,False,True,False,False,False,False,True
194,1,1,1,1,1,6,2,4,0,3,7,5,2.0,0,3.0,4.0,2,2.0,7.0,9.0,10.0,6.0,1,1.0,10.0,18.0,17.0,5,4,5,4,4,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,False,False,False,True,False,True,False,True,False
195,1,2,2,0,3,2,6,1,0,7,3,5,2.0,1,2.0,4.0,2,3.0,8.0,8.0,7.0,7.0,2,1.0,11.0,10.0,17.0,2,3,3,3,4,4,3,4,2,2,2,4,5,5,5,5,4,5,5,5,5,True,False,False,True,False,False,False,True,False
196,1,2,1,0,3,5,7,0,2,6,1,3,3.0,1,1.0,4.0,3,1.0,10.0,5.0,7.0,6.0,2,1.0,11.0,10.0,17.0,4,3,2,3,5,5,2,4,2,2,3,5,5,5,5,5,4,5,5,5,5,False,True,True,False,False,False,True,False,True
197,0,2,2,0,4,4,2,1,6,0,7,3,3.0,0,4.0,4.0,2,4.0,8.0,6.0,7.0,7.0,2,1.0,11.0,12.0,17.0,3,3,3,3,4,3,3,3,3,4,4,4,5,5,5,5,4,5,5,5,5,False,True,False,False,True,True,False,True,False
198,1,2,1,0,2,4,1,6,5,0,3,7,2.0,1,2.0,3.0,2,3.0,9.0,4.0,2.0,5.0,2,1.0,11.0,12.0,17.0,3,3,3,3,4,3,3,3,3,4,4,4,5,5,5,5,4,5,5,5,5,False,False,False,False,False,False,False,False,True
199,1,2,1,0,2,6,1,0,4,5,3,7,3.0,0,3.0,4.0,3,4.0,4.0,8.0,8.0,7.0,2,1.0,12.0,11.0,17.0,3,4,2,4,4,3,3,4,3,4,2,4,5,5,5,5,4,5,5,5,5,True,False,False,True,False,False,False,False,False
200,0,2,1,1,2,5,6,1,4,7,0,3,4.0,0,3.0,3.0,2,3.0,8.0,8.0,6.0,5.0,2,1.0,12.0,12.0,17.0,3,4,2,4,4,3,3,4,3,4,2,4,5,5,5,5,4,5,5,5,5,True,False,False,False,True,False,False,True,False
201,1,2,2,1,0,1,2,5,6,3,7,4,2.0,1,4.0,5.0,2,4.0,8.0,7.0,6.0,6.0,2,1.0,13.0,11.0,17.0,4,3,4,3,4,4,3,4,3,2,3,4,5,5,5,5,4,5,5,5,5,True,False,False,True,False,False,False,True,False
202,0,1,1,0,2,4,7,5,1,0,3,6,3.0,0,3.0,3.0,2,3.0,5.0,6.0,4.0,9.0,1,1.0,15.0,11.0,17.0,4,3,4,3,4,4,3,4,3,2,3,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
203,0,3,2,1,4,6,2,4,0,7,3,1,3.0,1,5.0,4.0,2,3.0,6.0,9.0,9.0,8.0,3,2.0,16.0,13.0,17.0,4,3,4,3,4,4,3,4,3,2,3,4,5,5,5,5,4,5,5,5,5,True,False,False,False,True,False,False,True,False
204,0,2,2,0,5,2,4,1,7,3,0,5,1.0,0,2.0,3.0,3,2.0,4.0,9.0,9.0,6.0,2,1.0,16.0,15.0,17.0,4,5,4,5,4,4,5,4,3,4,4,3,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
205,1,3,2,0,2,1,6,0,5,7,5,3,2.0,1,4.0,4.0,2,2.0,6.0,5.0,4.0,7.0,3,2.0,16.0,15.0,17.0,3,3,3,3,4,4,4,2,3,4,4,4,5,5,5,5,4,5,5,5,5,True,False,False,False,True,False,False,True,False
206,0,2,2,0,3,2,1,0,7,3,5,6,3.0,1,3.0,2.0,2,3.0,6.0,4.0,4.0,6.0,2,1.0,16.0,15.0,17.0,3,3,3,2,3,4,3,4,3,3,3,4,5,5,5,5,4,5,5,5,5,True,False,False,False,True,False,True,True,False
207,1,2,1,0,4,4,1,6,2,0,3,7,3.0,0,1.0,4.0,2,1.0,8.0,5.0,6.0,7.0,2,1.0,16.0,15.0,17.0,3,3,2,4,5,4,3,4,3,4,4,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,False
208,1,2,2,1,3,2,1,5,6,0,3,7,2.0,0,3.0,4.0,2,2.0,7.0,3.0,7.0,7.0,2,1.0,16.0,15.0,17.0,3,1,1,3,4,3,1,4,4,2,3,4,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,False
209,1,3,1,0,0,2,6,1,4,5,7,3,3.0,1,3.0,3.0,2,4.0,10.0,7.0,8.0,7.0,3,2.0,16.0,15.0,17.0,4,3,1,3,5,3,3,4,3,4,2,5,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
210,1,4,5,0,5,3,2,0,4,1,7,5,2.0,0,2.0,3.0,2,3.0,7.0,7.0,7.0,6.0,4,3.0,16.0,15.0,17.0,3,3,1,3,5,3,3,4,3,3,2,5,5,5,5,5,4,5,5,5,5,False,False,False,False,True,False,False,False,True
