record_id,what is your gender,in which year of your studies are you currently enrolled,what was your bac specialty,how many hours per week do you spend studying personnal efforts,where do you prefer to study,you prefer to study,what learning methods do help you understand better,what types of resources do you use most,do you use a planer or a schedule in your revisions,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,how do other s feedback influence you,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,1y average s1,1y average s2,1y average,1Y_math_avg,1Y_math_n,1Y_programming_avg,1Y_programming_n,1Y_other_avg,1Y_other_n,1Y_all_modules_avg,1Y_all_modules_n
98,Female,Second year,Mathematics,18-25,At home,In peer,Learning by practicing;Online courses and tutorials,Online documents;YouTube videos,Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of time,Bad quality of internet,Pressure,Teaching language,Private life problems,Not having a good (powerful) computer,Lack of motivation,1.0,No,3.0,3.0,Positively,5-7 hours,2.0,7.0,7.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,13.0,3.5,4,3.6666666666666665,3,4.0,5,3.75,12
99,Male,Second year,Science,10-17,In the school's library,In peer,"Learning by practicing, Project-based learning, Mind mapping and visualization","YouTube videos, Private courses",No,Lack of previous knowledge or experience in the field,Teaching language,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,3.0,5.0,You do not care about,8 hours or more,5.0,6.0,7.0,8.0,6.0,Pressure,You do not care about,2,1.0,14.0,13.0,13.0,4.2,5,4.0,2,4.2,5,4.166666666666667,12
100,Female,Third year,Science,10-17,At home,Alone,Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Teaching language,"Perhaps the challenge lies in the lack of resources for theoretical exercises, or the kind of exos that we find in exams",3.0,Yes,4.0,5.0,Positively,5-7 hours,4.0,7.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,14.0,13.0,13.0,3.75,4,3.5,2,4.0,3,3.7777777777777777,9
101,Female,Second year,Science,18-25,At home,Alone,Lectures;Online courses and tutorials,Online documents,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,nothing,2.0,Yes,4.0,3.0,You do not care about,8 hours or more,5.0,7.0,8.0,8.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,13.0,3.5,4,3.6666666666666665,3,4.0,5,3.75,12
102,Female,Second year,Mathematics,18-25,In the dorms' library,In peer,Learning by practicing,YouTube videos,Yes,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Teaching language,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,3.0,Negatively,5-7 hours,2.0,5.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,13.0,3.0,4,3.0,3,3.6,5,3.25,12
103,Female,Third year,Mathematics,10-17,At home,Alone,Lectures;Learning by practicing,Online tutorials;YouTube videos,No,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Pressure,Pressure,Teaching language,Lack of time,Private life problems,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,2.0,2.0,You do not care about,8 hours or more,4.0,7.0,7.0,7.0,9.0,Bad quality of internet,You do not care about,3,3.0,14.0,13.0,13.0,3.5,4,3.0,2,4.0,3,3.5555555555555554,9
104,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,"Mind mapping and visualization, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,3.0,3.0,You do not care about,5-7 hours,3.0,6.0,6.0,6.0,8.0,Private life problems,Negatively,2,1.0,14.0,13.0,13.0,4.0,5,4.0,2,3.6,5,3.8333333333333335,12
105,Female,Third year,Technical maths,18-25,In the school's library,With a group,Learning by practicing;Project-based learning;Mind mapping and visualization;Interactive workshops,Online tutorials;YouTube videos,Yes,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,3.0,5.0,Positively,5-7 hours,4.0,8.0,7.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,14.0,13.0,13.0,3.25,4,4.0,2,4.333333333333333,3,3.7777777777777777,9
106,Female,Second year,Mathematics,18-25,In the school's library,With a group,Lectures;Online courses and tutorials,Online documents;YouTube videos,Yes,Pressure,Teachers' teaching method,Lack of time,Bad quality of internet,Private life problems,Teaching language,Private life problems,Not having a good (powerful) computer,Exhausted at any time,2.0,Yes,3.0,2.0,Negatively,8 hours or more,2.0,7.0,7.0,7.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,13.0,3.75,4,4.0,3,3.75,4,3.8181818181818183,11
107,Female,Third year,Science,18-25,At home,In peer,Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Online documents;YouTube videos,Yes,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,3.0,5.0,Positively,5-7 hours,3.0,8.0,8.0,8.0,8.0,Bad quality of internet,You do not care about,3,2.0,14.0,13.0,13.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
108,Female,Second year,Mathematics,10-17,At home,Alone,Online courses and tutorials,Online documents,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,2.0,No,4.0,4.0,You do not care about,5-7 hours,2.0,7.0,6.0,6.0,5.0,Teachers' teaching method,Negatively,2,1.0,15.0,11.0,13.0,3.8,5,3.0,2,4.4,5,3.9166666666666665,12
109,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Online courses and tutorials,YouTube videos,No,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Lack of motivation,4.0,No,4.0,5.0,You do not care about,5-7 hours,2.0,7.0,5.0,3.0,5.0,Private life problems,Positively,2,1.0,15.0,12.0,13.0,3.6,5,4.0,2,4.2,5,3.9166666666666665,12
110,Female,Second year,Mathematics,18-25,In the school's library,In peer,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,5-7 hours,2.0,9.0,5.0,5.0,7.0,Pressure,You do not care about,2,1.0,15.0,12.0,13.0,3.6,5,3.5,2,4.6,5,4.0,12
111,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing,"Books, YouTube videos",Yes,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,8.0,6.0,6.0,5.0,Lack of previous knowledge or experience in the field,Positively,2,1.0,15.0,12.0,13.0,3.8,5,4.0,2,4.4,5,4.083333333333333,12
112,Female,Second year,Science,18-25,In the school's library,In peer,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials",YouTube videos,Yes,Lack of time,Pressure,Private life problems,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,6.0,7.0,8.0,Teachers' teaching method,Negatively,2,1.0,15.0,12.0,13.0,3.8,5,3.0,2,4.6,5,4.0,12
113,Male,Second year,Science,18-25,In your room (dorms),Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Pressure,Bad quality of internet,Teaching language,Lack of motivation,2.0,Yes,5.0,4.0,You do not care about,5-7 hours,4.0,6.0,5.0,7.0,7.0,Lack of time,Negatively,2,1.0,15.0,12.0,13.0,3.6,5,4.0,2,4.4,5,4.0,12
114,Female,Second year,Science,More than 41 hours,In your room (dorms),With a group,Learning by practicing,"Online tutorials, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,7.0,3.0,8.0,Pressure,You do not care about,2,1.0,15.0,12.0,13.0,3.6,5,4.0,2,4.4,5,4.0,12
115,Male,Second year,Mathematics,18-25,In the school's library,In peer,"Lectures, Learning by practicing, Project-based learning","Books, Online documents, YouTube videos",No,Private life problems,Teachers' teaching method,Pressure,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Lack of motivation,1.0,No,4.0,5.0,You do not care about,8 hours or more,2.0,8.0,7.0,8.0,3.0,Lack of time,Negatively,2,1.0,15.0,13.0,13.0,3.8,5,4.0,2,3.8,5,3.8333333333333335,12
116,Male,Second year,Science,10-17,In your room (dorms),Alone,Mind mapping and visualization;Online courses and tutorials,YouTube videos,No,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Pressure,Private life problems,Not having a good (powerful) computer,Bad quality of internet,Teaching language,Lack of motivation,2.0,No,5.0,4.0,You do not care about,8 hours or more,3.0,6.0,5.0,4.0,4.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,16.0,10.0,13.0,3.25,4,3.3333333333333335,3,4.0,5,3.5833333333333335,12
117,Female,Second year,Science,18-25,At home,Alone,Mind mapping and visualization;Interactive workshops;Online courses and tutorials,YouTube videos;Private courses,Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Teaching language,Private life problems,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,2.0,Positively,8 hours or more,2.0,5.0,5.0,5.0,4.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,13.0,3.25,4,4.0,3,3.8,5,3.6666666666666665,12
118,Male,Second year,Mathematics,10-17,At home,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, YouTube videos",No,Lack of time,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,4.0,You do not care about,5-7 hours,4.0,8.0,8.0,7.0,7.0,Teaching language,Positively,2,1.0,13.0,14.0,14.0,4.0,5,4.0,2,4.0,5,4.0,12
119,Male,Third year,Mathematics,10-17,At home,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Pressure,Bad quality of internet,Private life problems,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,8.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,13.0,14.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
120,Female,Second year,Science,34-41,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Lack of previous knowledge or experience in the field,Bad quality of internet,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,7.0,4.0,3.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,13.0,15.0,14.0,3.75,4,4.0,3,4.2,5,4.0,12
121,Female,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Pressure,Teaching language,Lack of motivation,4.0,Yes,4.0,4.0,You do not care about,8 hours or more,5.0,7.0,9.0,8.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,13.0,15.0,14.0,3.5,4,4.666666666666667,3,2.8,5,3.5,12
122,Female,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Interactive workshops;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Not having a good (powerful) computer,Teachers' teaching method,Private life problems,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",4.0,Yes,2.0,5.0,Positively,5-7 hours,3.0,8.0,9.0,9.0,9.0,Unknown,Unknown,4,3.0,13.0,15.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
123,Male,Second year,Mathematics,26-33,In the school's library,Alone,Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Bad quality of internet,Not having a good (powerful) computer,"ProcrProcrastination especially when we have a lot of projects, tests and deadlines in the same period of time",3.0,Yes,3.0,4.0,Positively,5-7 hours,2.0,8.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,14.0,3.25,4,4.0,3,3.4,5,3.5,12
124,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Mind mapping and visualization,Books;Online documents;YouTube videos,No,Teachers' teaching method,Private life problems,Lack of time,Pressure,Pressure,Not having a good (powerful) computer,Lack of time,Bad quality of internet,Lack of motivation,2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,8.0,6.0,6.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
125,Male,Second year,Science,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online tutorials;Online documents,Yes,Bad quality of internet,Teachers' teaching method,Lack of time,Pressure,Not having a good (powerful) computer,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Lack of motivation,1.0,Yes,5.0,5.0,Positively,8 hours or more,4.0,8.0,9.0,9.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,13.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
126,Male,Second year,Science,34-41,In your room (dorms),In peer,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,Bad quality of internet,Lack of motivation,3.0,Yes,3.0,4.0,You do not care about,5-7 hours,4.0,7.0,7.0,7.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,14.0,14.0,4.0,4,4.0,3,3.8,5,3.9166666666666665,12
127,Male,Second year,Mathematics,34-41,At home,Alone,Lectures;Learning by practicing;Mind mapping and visualization,Online tutorials;Online documents;YouTube videos,No,Private life problems,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Pressure,Bad quality of internet,Lack of time,Not having a good (powerful) computer,Lack of motivation,2.0,No,3.0,4.0,Negatively,5-7 hours,3.0,7.0,8.0,7.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,14.0,14.0,3.75,4,3.6666666666666665,3,4.2,5,3.9166666666666665,12
128,Female,Third year,Science,34-41,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Pressure,Lack of time,Bad quality of internet,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,5.0,5.0,Positively,5-7 hours,4.0,8.0,9.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,14.0,14.0,14.0,3.25,4,3.0,2,4.333333333333333,3,3.5555555555555554,9
129,Male,Second year,Mathematics,18-25,In your room (dorms),Alone,"Lectures, Learning by practicing","Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Lack of time,Private life problems,Not having a good (powerful) computer,Lack of motivation,1.0,No,2.0,5.0,You do not care about,5-7 hours,1.0,7.0,7.0,7.0,7.0,Bad quality of internet,You do not care about,2,1.0,14.0,14.0,14.0,4.0,5,4.0,2,4.0,5,4.0,12
130,Male,Second year,Technical maths,18-25,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,Yes,Lack of time,Pressure,Bad quality of internet,Not having a good (powerful) computer,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of motivation,3.0,No,4.0,4.0,Positively,5-7 hours,4.0,5.0,7.0,7.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,14.0,14.0,3.75,4,3.6666666666666665,3,3.6,5,3.6666666666666665,12
131,Male,Third year,Science,10-17,At home,In peer,Learning by practicing;Project-based learning;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,YouTube videos,No,Teaching language,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Pressure,Private life problems,Bad quality of internet,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",4.0,Yes,3.0,3.0,Positively,8 hours or more,5.0,7.0,7.0,7.0,7.0,Bad quality of internet,You do not care about,3,2.0,14.0,14.0,14.0,2.6666666666666665,3,3.5,2,3.6666666666666665,3,3.25,8
132,Male,Second year,Mathematics,26-33,In the school's library,Alone,"Learning by practicing, Online courses and tutorials","Online tutorials, YouTube videos",Yes,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Bad quality of internet,Lack of time,Not having a good (powerful) computer,Lack of motivation,2.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,7.0,7.0,7.0,8.0,Private life problems,Positively,2,1.0,14.0,14.0,14.0,4.0,5,4.0,2,4.2,5,4.083333333333333,12
133,Female,Second year,Mathematics,18-25,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online tutorials;YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Teachers' teaching method,Private life problems,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Procrastinating,3.0,Yes,5.0,4.0,Positively,5-7 hours,2.0,9.0,7.0,7.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,14.0,14.0,3.25,4,4.0,3,3.6,5,3.5833333333333335,12
134,Male,Second year,Mathematics,10-17,In your room (dorms),In peer,Online courses and tutorials,Online tutorials;Online documents;YouTube videos,No,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Private life problems,Missing web dev midterm exam :'(,3.0,Yes,4.0,4.0,You do not care about,8 hours or more,5.0,8.0,9.0,10.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,14.0,14.0,14.0,4.0,4,4.333333333333333,3,4.0,5,4.083333333333333,12
135,Female,Second year,Science,More than 41 hours,In your room (dorms),Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",No,Lack of time,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,4.0,9.0,8.0,7.0,7.0,Pressure,Positively,2,1.0,14.0,14.0,14.0,4.0,5,4.0,2,4.6,5,4.25,12
136,Male,Third year,Science,10-17,In your room (dorms),In peer,Lectures;Mind mapping and visualization,YouTube videos;Resources provided by teachers (slides),No,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Not having a good (powerful) computer,Bad quality of internet,Private life problems,Teaching language,The exaggerated amount of tasks given by teachers,4.0,Yes,5.0,5.0,Positively,5-7 hours,5.0,8.0,8.0,8.0,8.0,Bad quality of internet,You do not care about,3,2.0,14.0,14.0,14.0,3.0,1,4.5,2,4.0,0,4.0,3
137,Female,Fourth year,Technical maths,More than 41,In your room (dorms),Alone,Lectures;Learning by practicing;Online courses and tutorials,Books;Online documents,Yes,Teachers' teaching method,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,No,3.0,4.0,You do not care about,5-7 hours,3.0,7.0,6.0,7.0,9.0,Unknown,Unknown,4,3.0,14.0,14.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
138,Male,Fourth year,Mathematics,18-25,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books,No,Private life problems,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Not having a good (powerful) computer,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",3.0,Yes,3.0,4.0,You do not care about,5-7 hours,2.0,9.0,8.0,7.0,7.0,Unknown,Unknown,4,3.0,14.0,14.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
139,Male,Fourth year,Mathematics,10-17,In the school's library,In peer,Project-based learning;Interactive workshops,Books;Online tutorials,No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Private life problems,Bad quality of internet,Teaching language,"The not organized study schedule put by the school , some modules requires TD and they do not have ...",2.0,Yes,4.0,4.0,You do not care about,8 hours or more,2.0,9.0,9.0,9.0,7.0,Unknown,Unknown,4,2.0,14.0,14.0,14.0,3.5,0,3.6666666666666665,0,4.0,0,3.6666666666666665,0
140,Female,Second year,Mathematics,10-17,In the school's library,Alone,Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Not having a good (powerful) computer,Teaching language,Bad quality of internet,Lack of motivation,3.0,No,3.0,4.0,You do not care about,5-7 hours,2.0,7.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,3.25,4,3.5,2,3.8,5,3.5454545454545454,11
141,Male,Second year,Science,26-33,In the school's library,Alone,"Learning by practicing, Interactive workshops","Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Lack of motivation,2.0,Yes,3.0,4.0,You do not care about,5-7 hours,3.0,9.0,8.0,8.0,6.0,Private life problems,Positively,2,1.0,15.0,13.0,14.0,4.0,5,4.0,2,4.2,5,4.083333333333333,12
142,Male,Second year,Mathematics,10-17,In the school's library,Alone,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;Online documents,No,Teachers' teaching method,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,"Not having a place to study at , I prefer studying in the school's library, but its full for most of the time and even if I find a place , the library is freezing cold , I cant stay there after 7pm, ive been facing the coldness issue since last year",2.0,No,3.0,5.0,Positively,5-7 hours,4.0,9.0,8.0,9.0,8.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,3.5,4,4.0,3,4.2,5,3.9166666666666665,12
143,Male,Third year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning;Mind mapping and visualization,Books;YouTube videos,No,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,Teaching language,أيها الڨرڨور,3.0,No,5.0,5.0,You do not care about,8 hours or more,5.0,4.0,8.0,8.0,9.0,Bad quality of internet,You do not care about,3,2.0,15.0,13.0,14.0,4.0,4,3.3333333333333335,3,3.6,5,3.6666666666666665,12
144,Female,Second year,Science,18-25,In your room (dorms),Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,4.0,5.0,You do not care about,5-7 hours,3.0,9.0,9.0,9.0,7.0,Bad quality of internet,You do not care about,2,1.0,15.0,13.0,14.0,3.8,5,4.0,2,4.4,5,4.083333333333333,12
145,Male,Second year,Mathematics,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,"Books;YouTube videos;chatgpt, course slides",No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Teaching language,Private life problems,Lack of motivation,4.0,Yes,4.0,4.0,You do not care about,8 hours or more,1.0,6.0,5.0,5.0,5.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,13.0,14.0,3.25,4,4.0,3,3.4,5,3.5,12
146,Female,Second year,Mathematics,26-33,At home,Alone,"Lectures, Online courses and tutorials","Books, YouTube videos",No,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Lack of time,Lack of time,Pressure,Lack of motivation,3.0,Yes,5.0,5.0,You do not care about,5-7 hours,3.0,7.0,8.0,8.0,8.0,Lack of previous knowledge or experience in the field,Positively,2,1.0,15.0,13.0,14.0,4.0,5,4.0,2,4.2,5,4.083333333333333,12
147,Male,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Not having a good (powerful) computer,Teaching language,Lack of motivation,3.0,No,4.0,5.0,Positively,5-7 hours,3.0,8.0,7.0,7.0,9.0,Lack of previous knowledge or experience in the field,You do not care about,2,1.0,15.0,14.0,14.0,4.25,4,4.0,3,4.0,5,4.083333333333333,12
